8000,4,0.17353
8000,5,0.20161
8000,6,0.15088
8000,7,0.15563
8000,8,0.13754
8000,9,0.15108
8000,10,0.1292
8000,11,0.19003
8000,12,0.12321
8000,13,0.12259
8000,14,0.12666
8000,15,0.15732
8000,16,0.10877
8000,17,0.13263
8000,18,0.096
8000,19,0.07361
8000,20,0.06042
12000,4,0.17446
12000,5,0.16621
12000,6,0.16433
12000,7,0.17966
12000,8,0.14629
12000,9,0.15114
12000,10,0.14288
12000,11,0.14861
12000,12,0.14612
12000,13,0.13564
12000,14,0.12908
12000,15,0.13596
12000,16,0.12736
12000,17,0.13426
12000,18,0.06478
12000,19,0.07966
12000,20,0.07729
16000,4,0.16763
16000,5,0.18735
16000,6,0.14559
16000,7,0.1624
16000,8,0.1399
16000,9,0.16025
16000,10,0.14553
16000,11,0.13408
16000,12,0.14808
16000,13,0.1306
16000,14,0.13076
16000,15,0.12697
16000,16,0.13745
16000,17,0.10515
16000,18,0.11076
16000,19,0.0867
16000,20,0.07993
20000,4,0.15934
20000,5,0.18958
20000,6,0.17078
20000,7,0.15502
20000,8,0.16234
20000,9,0.1621
20000,10,0.14305
20000,11,0.14343
20000,12,0.1558
20000,13,0.1634
20000,14,0.15407
20000,15,0.14793
20000,16,0.14236
20000,17,0.11349
20000,18,0.11311
20000,19,0.08387
20000,20,0.08155
24000,4,0.16037
24000,5,0.18026
24000,6,0.17723
24000,7,0.14834
24000,8,0.15906
24000,9,0.15036
24000,10,0.14565
24000,11,0.16607
24000,12,0.14314
24000,13,0.1505
24000,14,0.13554
24000,15,0.14385
24000,16,0.12099
24000,17,0.11
24000,18,0.1118
24000,19,0.10272
24000,20,0.08162
28000,4,0.17517
28000,5,0.18278
28000,6,0.17146
28000,7,0.1552
28000,8,0.15569
28000,9,0.14905
28000,10,0.16671
28000,11,0.15446
28000,12,0.14633
28000,13,0.15724
28000,14,0.15257
28000,15,0.12684
28000,16,0.14648
28000,17,0.12286
28000,18,0.11027
28000,19,0.09889
28000,20,0.08014
32000,4,0.16719
32000,5,0.18335
32000,6,0.165
32000,7,0.15741
32000,8,0.17227
32000,9,0.15794
32000,10,0.15138
32000,11,0.14562
32000,12,0.14426
32000,13,0.14312
32000,14,0.14162
32000,15,0.13235
32000,16,0.13688
32000,17,0.1306
32000,18,0.13028
32000,19,0.09964
32000,20,0.08725
36000,4,0.173
36000,5,0.16533
36000,6,0.164
36000,7,0.17135
36000,8,0.15302
36000,9,0.15255
36000,10,0.1598
36000,11,0.16355
36000,12,0.15358
36000,13,0.15317
36000,14,0.15157
36000,15,0.14173
36000,16,0.12404
36000,17,0.12781
36000,18,0.09027
36000,19,0.08434
36000,20,0.08862
40000,4,0.17208
40000,5,0.1863
40000,6,0.15967
40000,7,0.15376
40000,8,0.15136
40000,9,0.14715
40000,10,0.1515
40000,11,0.15358
40000,12,0.14602
40000,13,0.14652
40000,14,0.14443
40000,15,0.14261
40000,16,0.13434
40000,17,0.12265
40000,18,0.09615
40000,19,0.1001
40000,20,0.07837
44000,4,0.17639
44000,5,0.17928
44000,6,0.17218
44000,7,0.1623
44000,8,0.15756
44000,9,0.15472
44000,10,0.16304
44000,11,0.16276
44000,12,0.14439
44000,13,0.14523
44000,14,0.13244
44000,15,0.13488
44000,16,0.11898
44000,17,0.1146
44000,18,0.10034
44000,19,0.08407
44000,20,0.08231
48000,4,0.17831
48000,5,0.1741
48000,6,0.1703
48000,7,0.16164
48000,8,0.1526
48000,9,0.15281
48000,10,0.16978
48000,11,0.14397
48000,12,0.14968
48000,13,0.14379
48000,14,0.13552
48000,15,0.13598
48000,16,0.12362
48000,17,0.11336
48000,18,0.11242
48000,19,0.10663
48000,20,0.08657
52000,4,0.16143
52000,5,0.18359
52000,6,0.17075
52000,7,0.15601
52000,8,0.15814
52000,9,0.14559
52000,10,0.15089
52000,11,0.14627
52000,12,0.15394
52000,13,0.14667
52000,14,0.14626
52000,15,0.12617
52000,16,0.13347
52000,17,0.11256
52000,18,0.09778
52000,19,0.10055
52000,20,0.08661
56000,4,0.18182
56000,5,0.17044
56000,6,0.15639
56000,7,0.16528
56000,8,0.15439
56000,9,0.15652
56000,10,0.14899
56000,11,0.16115
56000,12,0.14761
56000,13,0.15718
56000,14,0.14137
56000,15,0.13482
56000,16,0.12961
56000,17,0.11801
56000,18,0.10724
56000,19,0.08934
56000,20,0.09167
60000,4,0.173
60000,5,0.18989
60000,6,0.16618
60000,7,0.15506
60000,8,0.15028
60000,9,0.15144
60000,10,0.16341
60000,11,0.1535
60000,12,0.15632
60000,13,0.14263
60000,14,0.14598
60000,15,0.13856
60000,16,0.1294
60000,17,0.12219
60000,18,0.10948
60000,19,0.10162
60000,20,0.08915
64000,4,0.17784
64000,5,0.18338
64000,6,0.16843
64000,7,0.15026
64000,8,0.15704
64000,9,0.15485
64000,10,0.15781
64000,11,0.15561
64000,12,0.15099
64000,13,0.14717
64000,14,0.13198
64000,15,0.13325
64000,16,0.1332
64000,17,0.1202
64000,18,0.10469
64000,19,0.09688
64000,20,0.08164
68000,4,0.16844
68000,5,0.17523
68000,6,0.17282
68000,7,0.15532
68000,8,0.15584
68000,9,0.15552
68000,10,0.15844
68000,11,0.15346
68000,12,0.15663
68000,13,0.14456
68000,14,0.14839
68000,15,0.14689
68000,16,0.12201
68000,17,0.12079
68000,18,0.10675
68000,19,0.09477
68000,20,0.08411
72000,4,0.18372
72000,5,0.17416
72000,6,0.16264
72000,7,0.1585
72000,8,0.15658
72000,9,0.15176
72000,10,0.15449
72000,11,0.1575
72000,12,0.14598
72000,13,0.16079
72000,14,0.13953
72000,15,0.13457
72000,16,0.12616
72000,17,0.10432
72000,18,0.11502
72000,19,0.10238
72000,20,0.08519
76000,4,0.17289
76000,5,0.16994
76000,6,0.16364
76000,7,0.16662
76000,8,0.15077
76000,9,0.15463
76000,10,0.14478
76000,11,0.15171
76000,12,0.1535
76000,13,0.15054
76000,14,0.14131
76000,15,0.13776
76000,16,0.12574
76000,17,0.12149
76000,18,0.11339
76000,19,0.09591
76000,20,0.07916
80000,4,0.179
80000,5,0.16067
80000,6,0.16278
80000,7,0.15768
80000,8,0.14768
80000,9,0.15719
80000,10,0.161
80000,11,0.15402
80000,12,0.15311
80000,13,0.15043
80000,14,0.1495
80000,15,0.13586
80000,16,0.13639
80000,17,0.11872
80000,18,0.11432
80000,19,0.09983
80000,20,0.07717
