run	new_data_in_words	PN_size	testset	spearman_before	spearman_after	sp_diff	time-taken	w2v-score	w2v_testset
61	1000000	9999	3000	0.20091076939253263	0.27989228606546845	0.07898151667293582	614.8548986911774	0.5238347305358102	3000
62	1000000	9999	3000	0.20064858227636828	0.28262023378537987	0.08197165150901159	612.6960408687592	0.513840452065327	3000
63	1000000	9999	3000	0.20150863346238818	0.28596951281385113	0.08446087935146296	573.5662190914154	0.516832048195083	3000
64	1000000	9999	3000	0.20182421917338023	0.28856821840690516	0.08674399923352494	606.5767886638641	0.527730022021824	3000
65	1000000	9999	3000	0.2009514124578441	0.28910660287606593	0.08815519041822184	566.0065259933472	0.5240232839943686	3000
66	1000000	9999	3000	0.2025221431179354	0.29035817695391564	0.08783603383598024	602.3727486133575	0.5242866496794034	3000
67	1000000	10000	3000	0.20175709743110082	0.28969541504403196	0.08793831761293114	575.9510164260864	0.5280459649489938	3000
68	1000000	10000	3000	0.2028485493448607	0.29320486993328637	0.09035632058842566	573.8368179798126	0.5256441534015913	3000
69	1000000	10000	3000	0.20376536900576803	0.2951900430524901	0.09142467404672205	567.7177064418793	0.5273211330901095	3000
70	1000000	10000	3000	0.20356335447684173	0.2950322212827817	0.09146886680593999	572.1825416088104	0.5361637915053468	3000
71	1000000	10000	3000	0.2050049860543678	0.2978147386053289	0.09280975255096113	580.2920055389404	0.5311204203387382	3000
72	1000000	10000	3000	0.2057318698501144	0.29905708439042	0.0933252145403056	578.894073009491	0.5353367035702462	3000
73	1000000	10000	3000	0.20737068186806681	0.3011430585928397	0.09377237672477287	584.5625925064087	0.5441503894638987	3000
74	1000000	10000	3000	0.20799409834244914	0.3025199450252705	0.09452584668282138	566.6908524036407	0.5436873892833017	3000
75	1000000	10000	3000	0.20993516459469824	0.298889220283598	0.08895405568889975	576.6586587429047	0.5391276794854031	3000
76	1000000	10000	3000	0.2102326705435097	0.30103151172319387	0.09079884117968418	566.7666566371918	0.5476514921196644	3000
77	1000000	10000	3000	0.21160016720488534	0.30022650508989224	0.0886263378850069	613.6300754547119	0.5444486045101634	3000
