score,KC_factor,projections,hash_dims,flattening
-0.19,2.0,6.0,64.0,log
-0.19184,1.0,14.0,48.0,log
-0.19279,1.0,8.0,64.0,log10
-0.19406,2.0,18.0,160.0,log10
-0.20071,2.0,14.0,64.0,log2
-0.20539,4.0,14.0,128.0,log10
-0.21261,4.0,14.0,64.0,log2
-0.22603,1.0,12.0,48.0,log2
-0.23036,1.0,14.0,16.0,log10
-0.23637,2.0,12.0,128.0,log
-0.24266,2.0,16.0,64.0,log
-0.24734,1.0,18.0,48.0,log2
-0.25337,4.0,10.0,64.0,log
-0.25504,1.0,18.0,80.0,log
-0.26196,2.0,20.0,32.0,log2
-0.26575,2.0,20.0,64.0,log
-0.2668,1.0,12.0,16.0,log2
-0.27243,1.0,12.0,80.0,log
-0.27818,1.0,12.0,64.0,log
-0.29091,4.0,10.0,128.0,log
-0.2988,1.0,8.0,64.0,log2
-0.30502,2.0,18.0,32.0,log
-0.3098,2.0,6.0,32.0,log
-0.33106,4.0,8.0,128.0,log10
-0.36255,1.0,10.0,48.0,log10
-0.36652,1.0,20.0,16.0,log10
-0.36819,1.0,6.0,16.0,log
-0.40283,1.0,14.0,80.0,log
