score,KC_factor,projections,hash_dims,flattening
-0.17069,2.0,8.0,160.0,log
-0.17182,2.0,8.0,160.0,log10
-0.17229,1.0,16.0,80.0,log
-0.17825,4.0,8.0,160.0,log
-0.18386,8.0,12.0,320.0,log
-0.18767,1.0,14.0,200.0,log
-0.18799,4.0,14.0,480.0,log2
-0.188,1.0,18.0,40.0,log
-0.1895,10.0,18.0,1200.0,log
-0.19268,1.0,16.0,80.0,log2
-0.19368,2.0,10.0,240.0,log
-0.19701,1.0,18.0,40.0,log10
-0.19863,2.0,10.0,400.0,log2
-0.20117,4.0,6.0,320.0,log2
-0.20138,1.0,20.0,160.0,log
-0.20626,1.0,16.0,160.0,log2
-0.20891,2.0,16.0,160.0,log
-0.2113,2.0,16.0,80.0,log10
-0.21375,2.0,20.0,320.0,log
-0.21891,1.0,20.0,40.0,log10
-0.2192,1.0,20.0,120.0,log
-0.22677,2.0,20.0,80.0,log
-0.22693,2.0,20.0,160.0,log
-0.23369,1.0,6.0,40.0,log2
-0.23831,1.0,20.0,120.0,log2
-0.2394,1.0,18.0,120.0,log
-0.24463,2.0,12.0,400.0,log10
-0.24474,2.0,14.0,240.0,log10
-0.25062,1.0,14.0,80.0,log
-0.25503,1.0,18.0,40.0,log2
-0.25984,1.0,6.0,40.0,log
-0.27982,1.0,20.0,80.0,log2
-0.28833,1.0,8.0,120.0,log
-0.28964,2.0,10.0,80.0,log2
-0.30686,2.0,14.0,80.0,log
-0.30823,1.0,6.0,120.0,log10
-0.38882,1.0,8.0,40.0,log
-0.45113,1.0,6.0,40.0,log10
