score,KC_factor,projections,hash_dims,flattening
0.0424,4.0,6.0,640.0,log
0.04193,4.0,10.0,800.0,log10
0.04177,1.0,10.0,160.0,log10
0.04146,4.0,2.0,160.0,log
0.04143,4.0,2.0,320.0,log2
0.04137,4.0,6.0,480.0,log
0.04126,4.0,4.0,800.0,log10
0.04099,1.0,4.0,120.0,log10
0.0401,4.0,6.0,800.0,log
0.03977,1.0,10.0,200.0,log2
0.03961,4.0,8.0,320.0,log2
0.03929,4.0,8.0,800.0,log2
0.03864,1.0,4.0,120.0,log2
0.03805,1.0,10.0,160.0,log2
0.03755,1.0,8.0,160.0,log2
0.0372,4.0,4.0,480.0,log2
0.03561,4.0,2.0,800.0,log2
0.03499,1.0,10.0,40.0,log2
0.03423,4.0,6.0,640.0,log2
0.03386,4.0,8.0,640.0,log
0.0335,4.0,4.0,800.0,log2
0.03347,4.0,4.0,160.0,log10
0.03341,4.0,2.0,320.0,log
0.03281,4.0,2.0,480.0,log
0.03269,1.0,6.0,200.0,log2
0.03219,1.0,10.0,120.0,log
0.03211,4.0,4.0,640.0,log2
0.03181,1.0,4.0,200.0,log10
0.03127,4.0,8.0,800.0,log
0.03099,4.0,10.0,320.0,log10
0.03072,1.0,8.0,80.0,log
0.03042,1.0,10.0,40.0,log10
0.03032,1.0,4.0,40.0,log
0.02921,1.0,4.0,200.0,log2
0.02866,1.0,4.0,160.0,log
0.02832,1.0,4.0,80.0,log10
0.02776,1.0,6.0,160.0,log10
0.02705,4.0,4.0,800.0,log
0.02682,1.0,8.0,200.0,log10
0.02664,1.0,8.0,160.0,log10
0.02622,4.0,2.0,640.0,log
0.02611,4.0,4.0,640.0,log10
0.0261,1.0,2.0,120.0,log2
0.02599,1.0,2.0,80.0,log10
0.02505,1.0,4.0,160.0,log2
0.02432,4.0,2.0,640.0,log2
0.02422,1.0,6.0,120.0,log10
0.02394,1.0,8.0,200.0,log2
0.02371,4.0,2.0,800.0,log
0.02346,4.0,2.0,480.0,log10
0.02246,1.0,10.0,40.0,log
0.02172,1.0,2.0,160.0,log2
0.02087,1.0,8.0,120.0,log
0.02078,1.0,4.0,200.0,log
0.01908,1.0,8.0,160.0,log
0.01852,1.0,10.0,120.0,log2
0.01612,1.0,8.0,40.0,log2
0.01591,1.0,4.0,80.0,log
0.01533,1.0,2.0,120.0,log10
0.01449,1.0,4.0,160.0,log10
0.01448,4.0,2.0,480.0,log2
0.01432,1.0,2.0,160.0,log
0.01234,1.0,2.0,40.0,log10
0.01168,4.0,2.0,320.0,log10
0.01121,4.0,2.0,800.0,log10
0.0086,1.0,6.0,120.0,log2
0.00847,1.0,4.0,80.0,log2
0.00813,1.0,8.0,120.0,log2
0.00792,1.0,2.0,80.0,log2
0.0075,1.0,10.0,80.0,log2
0.0064,1.0,6.0,200.0,log10
0.00636,4.0,2.0,640.0,log10
0.0054,1.0,6.0,80.0,log
0.00508,1.0,8.0,40.0,log
0.00353,1.0,6.0,160.0,log2
-5e-05,1.0,10.0,200.0,log
-0.00035,1.0,4.0,40.0,log2
-0.00045,1.0,6.0,40.0,log
-0.00063,1.0,8.0,40.0,log10
-0.00191,1.0,2.0,120.0,log
-0.00191,1.0,6.0,40.0,log10
-0.00223,1.0,2.0,200.0,log10
-0.00304,1.0,2.0,40.0,log
-0.00572,1.0,10.0,80.0,log10
-0.01357,1.0,8.0,80.0,log10
-0.014,1.0,2.0,200.0,log
-0.01449,1.0,2.0,80.0,log
-0.01454,1.0,2.0,200.0,log2
-0.0206,1.0,2.0,160.0,log10
-0.04032,1.0,2.0,40.0,log2
-0.04841,1.0,6.0,40.0,log2
-0.05468,1.0,4.0,40.0,log10
